Data,DATA_DIA,DIA,Município1,STR_DATA,UF1,Escala de cor,Number of Records,Índice De Isolamento
"Wednesday, 24/06",Wednesday,Quarta-feira,AMERICANA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,AMPARO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,40%
"Wednesday, 24/06",Wednesday,Quarta-feira,ARAÇATUBA,Ranking dos municípios (24/6/2020),SP,Até 40%,1,39%
"Wednesday, 24/06",Wednesday,Quarta-feira,ARARAQUARA,Ranking dos municípios (24/6/2020),SP,Até 40%,1,38%
"Wednesday, 24/06",Wednesday,Quarta-feira,ARARAS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,ARUJÁ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,ASSIS,Ranking dos municípios (24/6/2020),SP,Até 40%,1,40%
"Wednesday, 24/06",Wednesday,Quarta-feira,ATIBAIA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,AVARÉ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,BARRETOS,Ranking dos municípios (24/6/2020),SP,Até 40%,1,40%
"Wednesday, 24/06",Wednesday,Quarta-feira,BARUERI,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,BAURU,Ranking dos municípios (24/6/2020),SP,>40-50%,1,42%
"Wednesday, 24/06",Wednesday,Quarta-feira,BEBEDOURO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,48%
"Wednesday, 24/06",Wednesday,Quarta-feira,BIRIGUI,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,BOTUCATU,Ranking dos municípios (24/6/2020),SP,>40-50%,1,40%
"Wednesday, 24/06",Wednesday,Quarta-feira,BRAGANÇA PAULISTA,Ranking dos municípios (24/6/2020),SP,Até 40%,1,39%
"Wednesday, 24/06",Wednesday,Quarta-feira,CAÇAPAVA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,49%
"Wednesday, 24/06",Wednesday,Quarta-feira,CAIEIRAS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,42%
"Wednesday, 24/06",Wednesday,Quarta-feira,CAJAMAR,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,CAMPINAS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,CAMPO LIMPO PAULISTA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,42%
"Wednesday, 24/06",Wednesday,Quarta-feira,CARAGUATATUBA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,48%
"Wednesday, 24/06",Wednesday,Quarta-feira,CARAPICUÍBA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,45%
"Wednesday, 24/06",Wednesday,Quarta-feira,CATANDUVA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,COTIA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,45%
"Wednesday, 24/06",Wednesday,Quarta-feira,CRUZEIRO,Ranking dos municípios (24/6/2020),SP,>50-60%,1,50%
"Wednesday, 24/06",Wednesday,Quarta-feira,CUBATÃO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,45%
"Wednesday, 24/06",Wednesday,Quarta-feira,DIADEMA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,42%
"Wednesday, 24/06",Wednesday,Quarta-feira,EMBU DAS ARTES,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,FERRAZ DE VASCONCELOS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,FRANCA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,FRANCISCO MORATO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,FRANCO DA ROCHA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,GUARATINGUETÁ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,GUARUJÁ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,GUARULHOS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,HORTOLÂNDIA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,IBIÚNA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,49%
"Wednesday, 24/06",Wednesday,Quarta-feira,INDAIATUBA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,ITANHAÉM,Ranking dos municípios (24/6/2020),SP,>40-50%,1,50%
"Wednesday, 24/06",Wednesday,Quarta-feira,ITAPECERICA DA SERRA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,45%
"Wednesday, 24/06",Wednesday,Quarta-feira,ITAPETININGA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,42%
"Wednesday, 24/06",Wednesday,Quarta-feira,ITAPEVA,Ranking dos municípios (24/6/2020),SP,Até 40%,1,39%
"Wednesday, 24/06",Wednesday,Quarta-feira,ITAPEVI,Ranking dos municípios (24/6/2020),SP,>40-50%,1,40%
"Wednesday, 24/06",Wednesday,Quarta-feira,ITAPIRA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,45%
"Wednesday, 24/06",Wednesday,Quarta-feira,ITAQUAQUECETUBA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,ITATIBA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,ITU,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,JABOTICABAL,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,JACAREÍ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,JANDIRA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,JAÚ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,JUNDIAÍ,Ranking dos municípios (24/6/2020),SP,Até 40%,1,39%
"Wednesday, 24/06",Wednesday,Quarta-feira,LEME,Ranking dos municípios (24/6/2020),SP,>40-50%,1,47%
"Wednesday, 24/06",Wednesday,Quarta-feira,LIMEIRA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,LINS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,LORENA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,47%
"Wednesday, 24/06",Wednesday,Quarta-feira,MAIRIPORÃ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,48%
"Wednesday, 24/06",Wednesday,Quarta-feira,MARÍLIA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,40%
"Wednesday, 24/06",Wednesday,Quarta-feira,MATÃO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,42%
"Wednesday, 24/06",Wednesday,Quarta-feira,MAUÁ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,42%
"Wednesday, 24/06",Wednesday,Quarta-feira,MOGI DAS CRUZES,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,MOGI GUAÇU,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,MOGI MIRIM,Ranking dos municípios (24/6/2020),SP,>40-50%,1,48%
"Wednesday, 24/06",Wednesday,Quarta-feira,OSASCO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,45%
"Wednesday, 24/06",Wednesday,Quarta-feira,OURINHOS,Ranking dos municípios (24/6/2020),SP,Até 40%,1,39%
"Wednesday, 24/06",Wednesday,Quarta-feira,PAULÍNIA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,PINDAMONHANGABA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,48%
"Wednesday, 24/06",Wednesday,Quarta-feira,PIRACICABA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,PIRASSUNUNGA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,POÁ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,PRAIA GRANDE,Ranking dos municípios (24/6/2020),SP,>40-50%,1,47%
"Wednesday, 24/06",Wednesday,Quarta-feira,PRESIDENTE PRUDENTE,Ranking dos municípios (24/6/2020),SP,Até 40%,1,38%
"Wednesday, 24/06",Wednesday,Quarta-feira,RIBEIRÃO PIRES,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,RIBEIRÃO PRETO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,45%
"Wednesday, 24/06",Wednesday,Quarta-feira,RIO CLARO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,SALTO,Ranking dos municípios (24/6/2020),SP,Até 40%,1,40%
"Wednesday, 24/06",Wednesday,Quarta-feira,SANTA BÁRBARA D'OESTE,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,SANTANA DE PARNAÍBA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,48%
"Wednesday, 24/06",Wednesday,Quarta-feira,SANTO ANDRÉ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,SANTOS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,45%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO BERNARDO DO CAMPO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,45%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO CAETANO DO SUL,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO CARLOS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,47%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO JOÃO DA BOA VISTA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,48%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO JOSÉ DO RIO PRETO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO JOSÉ DOS CAMPOS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO PAULO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,47%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO ROQUE,Ranking dos municípios (24/6/2020),SP,>40-50%,1,42%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO SEBASTIÃO,Ranking dos municípios (24/6/2020),SP,>50-60%,1,58%
"Wednesday, 24/06",Wednesday,Quarta-feira,SÃO VICENTE,Ranking dos municípios (24/6/2020),SP,>40-50%,1,48%
"Wednesday, 24/06",Wednesday,Quarta-feira,SERTÃOZINHO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,47%
"Wednesday, 24/06",Wednesday,Quarta-feira,SOROCABA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,41%
"Wednesday, 24/06",Wednesday,Quarta-feira,SUMARÉ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,SUZANO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,43%
"Wednesday, 24/06",Wednesday,Quarta-feira,TABOÃO DA SERRA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,TATUÍ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,42%
"Wednesday, 24/06",Wednesday,Quarta-feira,TAUBATÉ,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,UBATUBA,Ranking dos municípios (24/6/2020),SP,>50-60%,1,52%
"Wednesday, 24/06",Wednesday,Quarta-feira,VALINHOS,Ranking dos municípios (24/6/2020),SP,>40-50%,1,47%
"Wednesday, 24/06",Wednesday,Quarta-feira,VÁRZEA PAULISTA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,40%
"Wednesday, 24/06",Wednesday,Quarta-feira,VINHEDO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,VOTORANTIM,Ranking dos municípios (24/6/2020),SP,>40-50%,1,44%
"Wednesday, 24/06",Wednesday,Quarta-feira,VOTUPORANGA,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Wednesday, 24/06",Wednesday,Quarta-feira,ESTADO DE SÃO PAULO,Ranking dos municípios (24/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,AMERICANA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,AMPARO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,ARAÇATUBA,Ranking dos municípios (23/6/2020),SP,Até 40%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,ARARAQUARA,Ranking dos municípios (23/6/2020),SP,Até 40%,1,38%
"Tuesday, 23/06",Tuesday,Terça-feira,ARARAS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,ARUJÁ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,ASSIS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,ATIBAIA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,AVARÉ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,BARRETOS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,BARUERI,Ranking dos municípios (23/6/2020),SP,>40-50%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,BAURU,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,BEBEDOURO,Ranking dos municípios (23/6/2020),SP,>50-60%,1,50%
"Tuesday, 23/06",Tuesday,Terça-feira,BIRIGUI,Ranking dos municípios (23/6/2020),SP,Até 40%,1,39%
"Tuesday, 23/06",Tuesday,Terça-feira,BOTUCATU,Ranking dos municípios (23/6/2020),SP,>40-50%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,BRAGANÇA PAULISTA,Ranking dos municípios (23/6/2020),SP,Até 40%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,CAÇAPAVA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,49%
"Tuesday, 23/06",Tuesday,Terça-feira,CAIEIRAS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,CAJAMAR,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,CAMPINAS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,CAMPO LIMPO PAULISTA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,CARAGUATATUBA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,48%
"Tuesday, 23/06",Tuesday,Terça-feira,CARAPICUÍBA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,CATANDUVA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,COTIA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,CRUZEIRO,Ranking dos municípios (23/6/2020),SP,>50-60%,1,51%
"Tuesday, 23/06",Tuesday,Terça-feira,CUBATÃO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,DIADEMA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,EMBU DAS ARTES,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,FERRAZ DE VASCONCELOS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,FRANCA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,47%
"Tuesday, 23/06",Tuesday,Terça-feira,FRANCISCO MORATO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,FRANCO DA ROCHA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,GUARATINGUETÁ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,GUARUJÁ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,GUARULHOS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,HORTOLÂNDIA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,IBIÚNA,Ranking dos municípios (23/6/2020),SP,>50-60%,1,51%
"Tuesday, 23/06",Tuesday,Terça-feira,INDAIATUBA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,ITANHAÉM,Ranking dos municípios (23/6/2020),SP,>40-50%,1,48%
"Tuesday, 23/06",Tuesday,Terça-feira,ITAPECERICA DA SERRA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,ITAPETININGA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,ITAPEVA,Ranking dos municípios (23/6/2020),SP,Até 40%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,ITAPEVI,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,ITAPIRA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,ITAQUAQUECETUBA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,ITATIBA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,ITU,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,JABOTICABAL,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,JACAREÍ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,JANDIRA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,JAÚ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,JUNDIAÍ,Ranking dos municípios (23/6/2020),SP,Até 40%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,LEME,Ranking dos municípios (23/6/2020),SP,>40-50%,1,47%
"Tuesday, 23/06",Tuesday,Terça-feira,LIMEIRA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,LINS,Ranking dos municípios (23/6/2020),SP,Até 40%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,LORENA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,48%
"Tuesday, 23/06",Tuesday,Terça-feira,MAIRIPORÃ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,48%
"Tuesday, 23/06",Tuesday,Terça-feira,MARÍLIA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,MATÃO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,MAUÁ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,MOGI DAS CRUZES,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,MOGI GUAÇU,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,MOGI MIRIM,Ranking dos municípios (23/6/2020),SP,>40-50%,1,47%
"Tuesday, 23/06",Tuesday,Terça-feira,OSASCO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,OURINHOS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,PAULÍNIA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,PINDAMONHANGABA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,48%
"Tuesday, 23/06",Tuesday,Terça-feira,PIRACICABA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,PIRASSUNUNGA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,POÁ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,PRAIA GRANDE,Ranking dos municípios (23/6/2020),SP,>40-50%,1,47%
"Tuesday, 23/06",Tuesday,Terça-feira,PRESIDENTE PRUDENTE,Ranking dos municípios (23/6/2020),SP,Até 40%,1,38%
"Tuesday, 23/06",Tuesday,Terça-feira,RIBEIRÃO PIRES,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,RIBEIRÃO PRETO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,RIO CLARO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,SALTO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,41%
"Tuesday, 23/06",Tuesday,Terça-feira,SANTA BÁRBARA D'OESTE,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,SANTANA DE PARNAÍBA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,48%
"Tuesday, 23/06",Tuesday,Terça-feira,SANTO ANDRÉ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO BERNARDO DO CAMPO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,SANTOS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO CAETANO DO SUL,Ranking dos municípios (23/6/2020),SP,>40-50%,1,45%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO CARLOS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO JOÃO DA BOA VISTA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,48%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO JOSÉ DO RIO PRETO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO JOSÉ DOS CAMPOS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,47%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO PAULO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,47%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO ROQUE,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO SEBASTIÃO,Ranking dos municípios (23/6/2020),SP,>50-60%,1,58%
"Tuesday, 23/06",Tuesday,Terça-feira,SÃO VICENTE,Ranking dos municípios (23/6/2020),SP,>40-50%,1,47%
"Tuesday, 23/06",Tuesday,Terça-feira,SERTÃOZINHO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,47%
"Tuesday, 23/06",Tuesday,Terça-feira,SUMARÉ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,SOROCABA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,SUZANO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,TABOÃO DA SERRA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,44%
"Tuesday, 23/06",Tuesday,Terça-feira,TATUÍ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,42%
"Tuesday, 23/06",Tuesday,Terça-feira,TAUBATÉ,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,UBATUBA,Ranking dos municípios (23/6/2020),SP,>50-60%,1,54%
"Tuesday, 23/06",Tuesday,Terça-feira,VALINHOS,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,VINHEDO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
"Tuesday, 23/06",Tuesday,Terça-feira,VÁRZEA PAULISTA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,40%
"Tuesday, 23/06",Tuesday,Terça-feira,VOTORANTIM,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,VOTUPORANGA,Ranking dos municípios (23/6/2020),SP,>40-50%,1,43%
"Tuesday, 23/06",Tuesday,Terça-feira,ESTADO DE SÃO PAULO,Ranking dos municípios (23/6/2020),SP,>40-50%,1,46%
